accuracy,amt_w_service,avg_rating,bathrooms,bedrooms,can_instant_book,checkin,cleanliness,communication,currency,guest_satisfication,host_id,host_reviews,is_business_travel_ready,is_fully_refundable,is_new_listing,is_superhost,lat,listing_name,lng,localized_city,localized_neighborhood,location,monthly_price_factor,num_beds,person_capacity,picture_count,price,rate_type,response_rate,response_time,reviews_count,room_type_category,star_rating,url,value,weekly_price_factor
8,190,3.9,1.0,0,True,7,9,8,CAD,78,247650609,11,False,True,False,False,49.28242,Humble apartment downtown Vancouver,-123.12501999999999,Vancouver,West End,9,1.0,1,2,10,190,nightly,100,within an hour,11,entire_home,4.0,https://www.airbnb.com/rooms/32918277,8,1.0
10,190,4.85,1.0,1,True,10,10,10,CAD,97,18121575,126,False,True,False,True,49.280229999999996,Downtown Convenient and Comfortable Condo,-123.10627,Vancouver,Downtown Vancouver,10,0.65,3,4,15,190,nightly,0,,87,entire_home,5.0,https://www.airbnb.com/rooms/12231393,9,0.9
9,198,4.5,2.0,2,True,10,9,10,CAD,90,170920052,65,False,True,False,False,49.278890000000004,BRIGHT 2BR Apt in Downtown! Best location & view!,-123.12612,Vancouver,Downtown Vancouver,10,1.0,2,4,15,198,nightly,100,within an hour,65,entire_home,4.5,https://www.airbnb.com/rooms/26360965,9,1.0
9,190,4.8,1.0,1,False,10,10,10,CAD,96,43821605,100,False,True,False,True,49.27238,Kits Beach Luxury,-123.15605,Vancouver,Kitsilano,10,0.93,2,2,12,190,nightly,100,within an hour,91,entire_home,5.0,https://www.airbnb.com/rooms/14453811,9,0.95
10,188,5.0,1.0,0,True,10,10,10,CAD,100,248556371,26,False,True,False,False,49.28058,HeartofDowntown!Sleeps 2-5 w/CentralAC+FreeParking,-123.1243,Vancouver,Downtown Vancouver,10,1.0,3,5,21,188,nightly,100,within an hour,6,entire_home,5.0,https://www.airbnb.com/rooms/33432597,10,1.0
9,195,4.7,1.0,0,True,10,10,10,CAD,94,37818642,71,False,True,False,False,49.2799,Ocean view Apartment West End/ Downtown,-123.1344,Vancouver,West End,10,0.8,1,2,10,195,nightly,100,within an hour,53,entire_home,4.5,https://www.airbnb.com/rooms/12728177,9,1.0
10,200,4.7,1.0,1,True,10,10,10,CAD,94,159101607,62,False,True,False,False,49.2784,Downtown Vancouver Loft,-123.12173999999999,Vancouver,Downtown Vancouver,10,0.9,1,2,20,200,nightly,100,within an hour,62,entire_home,4.5,https://www.airbnb.com/rooms/21824993,9,0.95
10,195,4.9,1.0,1,False,10,10,10,CAD,98,104690636,555,False,True,False,True,49.282059999999994,#1 CENTRAL DOWNTOWN - Neat & Stylish,-123.12443,Vancouver,Downtown Vancouver,10,1.0,2,4,24,195,nightly,100,within an hour,48,entire_home,5.0,https://www.airbnb.com/rooms/29233713,9,1.0
10,190,4.9,2.0,2,True,10,10,10,CAD,98,177048474,84,False,True,False,True,49.25372,Spacious and Modern South Granville Terrace Home.,-123.14214,Vancouver,Shaughnessy,10,1.0,3,6,9,190,nightly,100,within an hour,41,entire_home,5.0,https://www.airbnb.com/rooms/24832706,10,1.0
9,180,4.55,1.0,0,True,9,9,10,CAD,91,36728226,19,False,True,False,False,49.28046,Lovely and cozy studio in the centre of Vancouver!,-123.12608,Vancouver,Downtown Vancouver,10,0.85,1,2,16,180,nightly,100,within an hour,18,entire_home,4.5,https://www.airbnb.com/rooms/27814935,9,0.9
10,190,4.85,1.0,1,False,10,10,10,CAD,97,20301822,52,False,True,False,True,49.27993,Modern Loft - The Flats in Chinatown,-123.09844,Vancouver,Downtown Eastside,9,1.0,2,4,8,190,nightly,100,within a day,31,entire_home,5.0,https://www.airbnb.com/rooms/26418037,10,1.0
10,190,5.0,2.0,2,True,10,10,10,CAD,100,93231356,6,False,True,False,False,49.279109999999996,Yaletown penthouse GREAT LOCATION -ROOF TOP PATIO,-123.11918999999999,Vancouver,Downtown Vancouver,10,0.9,2,4,20,190,nightly,100,within a day,5,entire_home,5.0,https://www.airbnb.com/rooms/19712985,10,1.0
10,200,4.7,1.0,1,True,10,9,10,CAD,94,6375505,122,False,True,False,False,49.28022,Independent artist suite in Beautiful English Bay,-123.13543999999999,Vancouver,West End,10,0.9,1,2,25,200,nightly,100,within an hour,55,entire_home,4.5,https://www.airbnb.com/rooms/24352896,9,0.95
10,155,4.9,1.0,1,True,9,10,10,CAD,98,213626792,116,False,True,False,True,49.28392,"Downtown Vancouver Get Away
( New listing)",-123.12501999999999,Vancouver,West End,10,1.0,1,2,22,155,nightly,100,within an hour,41,private_room,5.0,https://www.airbnb.com/rooms/28289281,10,1.0
10,200,4.95,1.0,1,True,10,10,10,CAD,99,214851892,73,False,True,False,True,49.28014,Great Location Great Apartment Great Reviews,-123.12311000000001,Vancouver,Downtown Vancouver,10,1.0,1,2,8,200,nightly,100,within an hour,73,entire_home,5.0,https://www.airbnb.com/rooms/28466218,10,1.0
10,200,4.45,1.0,1,True,9,9,9,CAD,89,31189071,590,False,True,False,False,49.27841,Beautiful Downtown 1 bedroom APT + Free Parking,-123.10705,Vancouver,Downtown Vancouver,10,1.0,1,3,12,200,nightly,100,within an hour,71,entire_home,4.5,https://www.airbnb.com/rooms/24139303,9,1.0
10,199,4.8,1.0,2,True,10,10,10,CAD,96,141778280,319,False,True,False,True,49.28198,Two Bedrooms Apartment in the Heart of Downtown,-123.12421,Vancouver,Downtown Vancouver,10,0.9,3,5,17,199,nightly,100,within an hour,97,entire_home,5.0,https://www.airbnb.com/rooms/21830648,9,0.95
10,151,4.8,1.0,2,False,10,10,10,CAD,96,81543148,232,False,True,False,True,49.26189,Best Vancouver Location,-123.11045,Vancouver,Mount Pleasant,10,1.0,2,4,15,151,nightly,100,within a few hours,175,entire_home,5.0,https://www.airbnb.com/rooms/13829747,10,1.0
10,199,4.75,1.0,1,False,10,9,10,CAD,95,3963554,292,False,True,False,True,49.28225,Wonderful Downtown Living with AC,-123.11176999999999,Vancouver,Downtown Vancouver,10,0.9,1,4,8,199,nightly,100,within an hour,127,entire_home,5.0,https://www.airbnb.com/rooms/15695306,9,0.95
10,151,4.9,1.0,1,False,10,10,10,CAD,98,543076,266,False,True,False,True,49.27818,"Vancouver BC Canada, Downtown,private entrance",-123.08913000000001,Vancouver,Downtown Eastside,10,0.8,1,2,15,151,nightly,100,within an hour,266,private_room,5.0,https://www.airbnb.com/rooms/104346,10,1.0
10,160,5.0,1.0,1,True,10,9,10,CAD,100,83150751,16,False,True,False,False,49.28978,1 Bedroom West End Apartment,-123.13009,Vancouver,West End,10,1.0,2,3,6,160,nightly,80,within an hour,7,entire_home,5.0,https://www.airbnb.com/rooms/24936991,10,1.0
10,159,4.7,1.0,1,False,10,10,10,CAD,94,145189930,114,False,True,False,False,49.27984,Stylish Modern Trendy Area 1 Bedroom/Den,-123.10805,Vancouver,Downtown Vancouver,10,0.95,3,4,17,159,nightly,100,within a few hours,86,entire_home,4.5,https://www.airbnb.com/rooms/23922426,9,1.0
