accuracy,amt_w_service,avg_rating,bathrooms,bedrooms,can_instant_book,checkin,cleanliness,communication,currency,guest_satisfication,host_id,host_reviews,is_business_travel_ready,is_fully_refundable,is_new_listing,is_superhost,lat,listing_name,lng,localized_city,localized_neighborhood,location,monthly_price_factor,num_beds,person_capacity,picture_count,price,rate_type,response_rate,response_time,reviews_count,room_type_category,star_rating,url,value,weekly_price_factor
10,24,4.84,2.0,1.0,True,10,10,10,CAD,97,30269676,364,False,True,False,True,21.13808,RELAXING ROOM :),-86.83873,Cancún,,9,0.9,1,2,19,24,nightly,86,within an hour,101,private_room,5.0,https://www.airbnb.com/rooms/6767183,10,0.9500000000000001
10,26,4.82,1.0,1.0,True,10,10,10,CAD,96,71553949,168,False,True,False,True,21.13926,BLUE ROOM,-86.83917,Cancún,,9,0.8,1,2,16,26,nightly,100,within an hour,168,private_room,5.0,https://www.airbnb.com/rooms/12989015,10,0.9
10,22,4.85,1.0,1.0,True,9,10,10,CAD,97,128468895,100,False,True,False,True,21.10918,!!!!!!Cancun Vacation Club!!!!!!!,-86.88458,Cancún,,9,0.97,1,2,23,22,nightly,100,within an hour,93,private_room,5.0,https://www.airbnb.com/rooms/18870123,10,0.98
10,21,4.83,1.0,1.0,True,10,10,10,CAD,97,1493999,794,False,True,False,True,21.162701,"Private Room with TV + A/C, CENTER, 800m from ADO",-86.833084,Cancún,,10,0.9,1,2,16,21,nightly,100,within an hour,103,private_room,5.0,https://www.airbnb.com/rooms/23201934,10,0.93
10,30,4.94,1.0,1.0,True,10,10,10,CAD,99,182166303,62,False,True,False,True,21.15946,Cozy apartment in Cancun,-86.82208,Cancún,,10,1.0,1,3,9,30,nightly,100,within an hour,62,entire_home,5.0,https://www.airbnb.com/rooms/24170971,10,1.0
10,21,4.78,1.0,1.0,True,10,9,10,CAD,96,115873775,377,False,True,False,True,21.16453,GUEST HOUSE PRIVATE A/C ROOM great location Mango,-86.82258,Cancún,,10,0.85,1,2,18,21,nightly,100,within an hour,97,private_room,5.0,https://www.airbnb.com/rooms/20835858,10,0.9500000000000001
10,21,4.73,1.0,1.0,True,10,10,10,CAD,95,115873775,377,False,True,False,True,21.16504,GUEST HOUSE PRIVATE A/C ROOM perfect location,-86.82469,Cancún,,10,0.85,2,3,20,21,nightly,100,within an hour,98,private_room,5.0,https://www.airbnb.com/rooms/19739035,10,0.9500000000000001
10,30,4.83,1.0,1.0,True,10,10,10,CAD,97,2829558,377,False,True,False,False,21.182215,Studio Apartment 700 yards from the Beach!,-86.813377,Cancún,,9,0.85,1,2,62,30,nightly,100,within an hour,40,entire_home,5.0,https://www.airbnb.com/rooms/24555702,10,0.9500000000000001
10,26,4.63,1.0,1.0,True,10,10,10,CAD,93,22210195,406,False,True,False,True,21.151035,Cancun Mexican Family Private Room,-86.842438,Cancún,,10,0.87,2,3,29,26,nightly,100,within an hour,248,private_room,4.5,https://www.airbnb.com/rooms/4396849,10,0.93
10,30,4.87,1.0,1.0,True,10,10,10,CAD,97,111130990,141,False,True,False,True,21.15894,Newly built private A/C Studio WiFi great location,-86.84039,Cancún,,9,0.88,1,3,17,30,nightly,100,within an hour,127,entire_home,5.0,https://www.airbnb.com/rooms/21936652,10,0.9
